student_id,top_matches
S00017,"[('J00720', np.float64(0.4327)), ('J04063', np.float64(0.4144)), ('J02634', np.float64(0.3927)), ('J03786', np.float64(0.3693)), ('J04668', np.float64(0.3693))]"
S00018,"[('J02632', np.float64(0.3879)), ('J02334', np.float64(0.3878)), ('J04090', np.float64(0.3868)), ('J00170', np.float64(0.3792)), ('J04756', np.float64(0.3791))]"
S00019,"[('J00837', np.float64(0.5)), ('J00793', np.float64(0.4237)), ('J03247', np.float64(0.4002)), ('J01776', np.float64(0.3874)), ('J03854', np.float64(0.387))]"
S00020,"[('J02682', np.float64(0.4179)), ('J04122', np.float64(0.4175)), ('J04898', np.float64(0.4169)), ('J04655', np.float64(0.4168)), ('J03611', np.float64(0.4167))]"
S00021,"[('J04061', np.float64(0.4335)), ('J04631', np.float64(0.4335)), ('J00460', np.float64(0.4101)), ('J01028', np.float64(0.4096)), ('J02778', np.float64(0.4087))]"
S00022,"[('J00891', np.float64(0.4023)), ('J03820', np.float64(0.3955)), ('J01616', np.float64(0.3758)), ('J00711', np.float64(0.3624)), ('J01776', np.float64(0.362))]"
S00023,"[('J04370', np.float64(0.3792)), ('J04870', np.float64(0.3792)), ('J04474', np.float64(0.3785)), ('J04086', np.float64(0.3729)), ('J03678', np.float64(0.3585))]"
S00024,"[('J02121', np.float64(0.4074)), ('J03360', np.float64(0.3769)), ('J04615', np.float64(0.3769)), ('J04109', np.float64(0.3764)), ('J03194', np.float64(0.3717))]"
S00025,"[('J04793', np.float64(0.5)), ('J01174', np.float64(0.3861)), ('J01322', np.float64(0.3858)), ('J04074', np.float64(0.3857)), ('J04502', np.float64(0.3582))]"
S00026,"[('J02783', np.float64(0.4321)), ('J01852', np.float64(0.3535)), ('J01329', np.float64(0.3523)), ('J02487', np.float64(0.3523)), ('J03486', np.float64(0.3521))]"
S00027,"[('J02539', np.float64(0.5)), ('J02514', np.float64(0.4338)), ('J04140', np.float64(0.432)), ('J04541', np.float64(0.408)), ('J04498', np.float64(0.4078))]"
S00028,"[('J00669', np.float64(0.4271)), ('J03834', np.float64(0.4082)), ('J00718', np.float64(0.3848)), ('J04793', np.float64(0.384)), ('J00193', np.float64(0.3662))]"
S00029,"[('J04625', np.float64(0.434)), ('J00623', np.float64(0.4248)), ('J02364', np.float64(0.416)), ('J04279', np.float64(0.3809)), ('J03013', np.float64(0.3759))]"
S00030,"[('J00057', np.float64(0.5)), ('J00438', np.float64(0.5)), ('J03935', np.float64(0.5)), ('J04961', np.float64(0.5)), ('J00568', np.float64(0.387))]"
S00031,"[('J03783', np.float64(0.4021)), ('J04403', np.float64(0.4021)), ('J04722', np.float64(0.4015)), ('J01108', np.float64(0.3975)), ('J01227', np.float64(0.3949))]"
S00032,"[('J01659', np.float64(0.4314)), ('J00469', np.float64(0.3868)), ('J02002', np.float64(0.3864)), ('J03390', np.float64(0.3545)), ('J03226', np.float64(0.3542))]"
S00033,"[('J03525', np.float64(0.5)), ('J03661', np.float64(0.4468)), ('J04566', np.float64(0.4459)), ('J02683', np.float64(0.409)), ('J00345', np.float64(0.4084))]"
S00034,"[('J02215', np.float64(0.3738)), ('J04386', np.float64(0.3735)), ('J03660', np.float64(0.3724)), ('J00465', np.float64(0.3719)), ('J02496', np.float64(0.368))]"
S00035,"[('J03046', np.float64(0.4466)), ('J01665', np.float64(0.3646)), ('J02645', np.float64(0.3646)), ('J03065', np.float64(0.3399)), ('J03396', np.float64(0.3394))]"
S00036,"[('J01811', np.float64(0.4349)), ('J01241', np.float64(0.376)), ('J02409', np.float64(0.3755)), ('J03046', np.float64(0.3753)), ('J00024', np.float64(0.375))]"
S00037,"[('J00525', np.float64(0.5)), ('J01185', np.float64(0.409)), ('J02141', np.float64(0.409)), ('J00778', np.float64(0.4081)), ('J03791', np.float64(0.379))]"
S00038,"[('J02096', np.float64(0.4484)), ('J04412', np.float64(0.4484)), ('J00746', np.float64(0.4247)), ('J00122', np.float64(0.4001)), ('J01794', np.float64(0.3995))]"
S00039,"[('J00461', np.float64(0.3822)), ('J04375', np.float64(0.3774)), ('J02521', np.float64(0.3663)), ('J04261', np.float64(0.3457)), ('J00192', np.float64(0.3445))]"
S00040,"[('J04929', np.float64(0.5)), ('J03204', np.float64(0.4479)), ('J02692', np.float64(0.4096)), ('J01826', np.float64(0.3791)), ('J01829', np.float64(0.3786))]"
S00041,"[('J00001', np.float64(0.0)), ('J00002', np.float64(0.0)), ('J00003', np.float64(0.0)), ('J00004', np.float64(0.0)), ('J00005', np.float64(0.0))]"
S00042,"[('J00001', np.float64(0.0)), ('J00002', np.float64(0.0)), ('J00003', np.float64(0.0)), ('J00004', np.float64(0.0)), ('J00005', np.float64(0.0))]"
S00043,"[('J03719', np.float64(0.4264)), ('J02231', np.float64(0.392)), ('J01935', np.float64(0.3806)), ('J04156', np.float64(0.3723)), ('J04137', np.float64(0.3553))]"
S00044,"[('J02583', np.float64(0.4109)), ('J04874', np.float64(0.4103)), ('J04651', np.float64(0.403)), ('J00917', np.float64(0.3811)), ('J01356', np.float64(0.3806))]"
S00045,"[('J04641', np.float64(0.5)), ('J02856', np.float64(0.4215)), ('J00445', np.float64(0.3786)), ('J01167', np.float64(0.3784)), ('J03767', np.float64(0.3771))]"
S00046,"[('J00119', np.float64(0.5)), ('J00508', np.float64(0.3869)), ('J04124', np.float64(0.3853)), ('J02730', np.float64(0.3775)), ('J01758', np.float64(0.377))]"
S00047,"[('J04866', np.float64(0.3677)), ('J03851', np.float64(0.3668)), ('J04613', np.float64(0.3632)), ('J02028', np.float64(0.3572)), ('J04523', np.float64(0.3565))]"
S00048,"[('J04048', np.float64(0.4486)), ('J02799', np.float64(0.4474)), ('J01627', np.float64(0.402)), ('J01969', np.float64(0.402)), ('J03393', np.float64(0.402))]"
S00049,"[('J03609', np.float64(0.4233)), ('J03783', np.float64(0.4012)), ('J04403', np.float64(0.4012)), ('J02258', np.float64(0.401)), ('J03718', np.float64(0.4009))]"
S00050,"[('J01343', np.float64(0.4627)), ('J01215', np.float64(0.3849)), ('J04150', np.float64(0.3784)), ('J00527', np.float64(0.3763)), ('J01459', np.float64(0.3559))]"
S00051,"[('J01376', np.float64(0.4639)), ('J01113', np.float64(0.4181)), ('J02485', np.float64(0.3658)), ('J03511', np.float64(0.3554)), ('J00699', np.float64(0.3526))]"
S00052,"[('J01831', np.float64(0.3891)), ('J02647', np.float64(0.3863)), ('J01419', np.float64(0.3859)), ('J03307', np.float64(0.3859)), ('J02525', np.float64(0.3656))]"
S00053,"[('J02361', np.float64(0.3739)), ('J04709', np.float64(0.3643)), ('J00060', np.float64(0.3503)), ('J02288', np.float64(0.3496)), ('J04587', np.float64(0.3421))]"
S00054,"[('J01921', np.float64(0.5)), ('J02167', np.float64(0.4333)), ('J03503', np.float64(0.4092)), ('J02990', np.float64(0.4091)), ('J02590', np.float64(0.3786))]"
S00055,"[('J01408', np.float64(0.5)), ('J03974', np.float64(0.3877)), ('J01661', np.float64(0.3531)), ('J04684', np.float64(0.3527)), ('J00966', np.float64(0.3524))]"
S00056,"[('J00115', np.float64(0.5)), ('J02328', np.float64(0.3947)), ('J01568', np.float64(0.3862)), ('J03398', np.float64(0.366)), ('J01611', np.float64(0.3649))]"
S00057,"[('J00890', np.float64(0.3873)), ('J03336', np.float64(0.3744)), ('J00324', np.float64(0.3732)), ('J04692', np.float64(0.3621)), ('J02749', np.float64(0.3609))]"
S00058,"[('J03365', np.float64(0.4334)), ('J01175', np.float64(0.4331)), ('J03407', np.float64(0.4331)), ('J01472', np.float64(0.4329)), ('J04598', np.float64(0.3794))]"
S00059,"[('J00001', np.float64(0.0)), ('J00002', np.float64(0.0)), ('J00003', np.float64(0.0)), ('J00004', np.float64(0.0)), ('J00005', np.float64(0.0))]"
S00060,"[('J03188', np.float64(0.4352)), ('J01492', np.float64(0.432)), ('J03453', np.float64(0.432)), ('J02034', np.float64(0.4084)), ('J04198', np.float64(0.3747))]"
S00061,"[('J00800', np.float64(0.3928)), ('J00172', np.float64(0.3927)), ('J00889', np.float64(0.3834)), ('J02207', np.float64(0.3833)), ('J02778', np.float64(0.3707))]"
S00062,"[('J02886', np.float64(0.4334)), ('J02593', np.float64(0.3884)), ('J01133', np.float64(0.3879)), ('J00140', np.float64(0.3865)), ('J04154', np.float64(0.3541))]"
S00063,"[('J00001', np.float64(0.0)), ('J00002', np.float64(0.0)), ('J00003', np.float64(0.0)), ('J00004', np.float64(0.0)), ('J00005', np.float64(0.0))]"
S00064,"[('J03532', np.float64(0.4318)), ('J04988', np.float64(0.3777)), ('J00129', np.float64(0.3774)), ('J00351', np.float64(0.3743)), ('J00204', np.float64(0.3358))]"
S00065,"[('J02881', np.float64(0.3991)), ('J01105', np.float64(0.3981)), ('J03920', np.float64(0.3881)), ('J04429', np.float64(0.387)), ('J01759', np.float64(0.3862))]"
S00066,"[('J03594', np.float64(0.457)), ('J03817', np.float64(0.4567)), ('J03854', np.float64(0.4183)), ('J01177', np.float64(0.41)), ('J00573', np.float64(0.4097))]"
S00067,"[('J00517', np.float64(0.4635)), ('J01670', np.float64(0.4334)), ('J00526', np.float64(0.409)), ('J03154', np.float64(0.409)), ('J04048', np.float64(0.4085))]"
S00068,"[('J01292', np.float64(0.4337)), ('J00986', np.float64(0.433)), ('J02287', np.float64(0.4321)), ('J02295', np.float64(0.4321)), ('J02944', np.float64(0.388))]"
S00069,"[('J02651', np.float64(0.5)), ('J01319', np.float64(0.3863)), ('J02041', np.float64(0.3863)), ('J04092', np.float64(0.3544)), ('J03571', np.float64(0.3521))]"
S00070,"[('J00050', np.float64(0.4088)), ('J00483', np.float64(0.3853)), ('J03439', np.float64(0.3853)), ('J02183', np.float64(0.3666)), ('J01382', np.float64(0.3665))]"
S00071,"[('J03763', np.float64(0.4029)), ('J01649', np.float64(0.4011)), ('J01395', np.float64(0.3996)), ('J01324', np.float64(0.3964)), ('J03941', np.float64(0.3947))]"
S00072,"[('J02482', np.float64(0.448)), ('J01697', np.float64(0.4027)), ('J04876', np.float64(0.4023)), ('J04151', np.float64(0.4014)), ('J04388', np.float64(0.4002))]"
S00073,"[('J00463', np.float64(0.5)), ('J00949', np.float64(0.5)), ('J01585', np.float64(0.3856)), ('J04465', np.float64(0.3784)), ('J00526', np.float64(0.378))]"
S00074,"[('J03886', np.float64(0.387)), ('J04065', np.float64(0.3853)), ('J04947', np.float64(0.3841)), ('J00421', np.float64(0.3802)), ('J04198', np.float64(0.3765))]"
S00075,"[('J03649', np.float64(0.4248)), ('J00787', np.float64(0.3988)), ('J03569', np.float64(0.3802)), ('J02924', np.float64(0.365)), ('J01011', np.float64(0.3581))]"
S00076,"[('J01312', np.float64(0.4291)), ('J03342', np.float64(0.4019)), ('J03947', np.float64(0.3998)), ('J04041', np.float64(0.3998)), ('J03417', np.float64(0.3877))]"
S00077,"[('J02084', np.float64(0.4478)), ('J03682', np.float64(0.4081)), ('J03310', np.float64(0.4077)), ('J03670', np.float64(0.3787)), ('J00208', np.float64(0.3786))]"
S00078,"[('J00801', np.float64(0.4064)), ('J01599', np.float64(0.3738)), ('J02844', np.float64(0.3728)), ('J01642', np.float64(0.3723)), ('J03625', np.float64(0.3717))]"
S00079,"[('J01635', np.float64(0.3896)), ('J04683', np.float64(0.3896)), ('J03370', np.float64(0.3885)), ('J03326', np.float64(0.3875)), ('J03361', np.float64(0.3875))]"
S00080,"[('J00001', np.float64(0.0)), ('J00002', np.float64(0.0)), ('J00003', np.float64(0.0)), ('J00004', np.float64(0.0)), ('J00005', np.float64(0.0))]"
S00081,"[('J01399', np.float64(0.5)), ('J01739', np.float64(0.4552)), ('J02113', np.float64(0.4247)), ('J01859', np.float64(0.3837)), ('J00036', np.float64(0.3663))]"
S00082,"[('J00676', np.float64(0.4028)), ('J03566', np.float64(0.4015)), ('J01526', np.float64(0.401)), ('J03256', np.float64(0.3772)), ('J04754', np.float64(0.377))]"
S00083,"[('J03180', np.float64(0.5)), ('J02085', np.float64(0.4481)), ('J01304', np.float64(0.4122)), ('J04885', np.float64(0.4102)), ('J01940', np.float64(0.41))]"
S00084,"[('J02999', np.float64(0.5)), ('J02181', np.float64(0.4573)), ('J03303', np.float64(0.4573)), ('J00633', np.float64(0.4275)), ('J03179', np.float64(0.4169))]"
S00085,"[('J02714', np.float64(0.3643)), ('J01805', np.float64(0.3635)), ('J04993', np.float64(0.3553)), ('J01238', np.float64(0.3545)), ('J01413', np.float64(0.3545))]"
S00086,"[('J04873', np.float64(0.5)), ('J02362', np.float64(0.4332)), ('J01228', np.float64(0.4326)), ('J03255', np.float64(0.3787)), ('J00132', np.float64(0.3782))]"
S00087,"[('J00559', np.float64(0.3771)), ('J04920', np.float64(0.3756)), ('J00957', np.float64(0.3755)), ('J01108', np.float64(0.3752)), ('J01812', np.float64(0.3634))]"
S00088,"[('J03538', np.float64(0.3773)), ('J01203', np.float64(0.3655)), ('J01129', np.float64(0.365)), ('J03189', np.float64(0.363)), ('J00734', np.float64(0.3559))]"
S00089,"[('J01445', np.float64(0.5)), ('J01663', np.float64(0.5)), ('J00850', np.float64(0.4335)), ('J02422', np.float64(0.4315)), ('J02791', np.float64(0.386))]"
S00090,"[('J00151', np.float64(0.5)), ('J04864', np.float64(0.4343)), ('J01259', np.float64(0.432)), ('J01718', np.float64(0.3889)), ('J03273', np.float64(0.3554))]"
S00091,"[('J01251', np.float64(0.4246)), ('J02929', np.float64(0.4054)), ('J04066', np.float64(0.3989)), ('J00185', np.float64(0.366)), ('J04425', np.float64(0.3631))]"
S00092,"[('J00559', np.float64(0.4334)), ('J01967', np.float64(0.4176)), ('J03139', np.float64(0.4103)), ('J02613', np.float64(0.4094)), ('J04998', np.float64(0.3878))]"
S00093,"[('J01038', np.float64(0.4325)), ('J00533', np.float64(0.3779)), ('J01167', np.float64(0.3756)), ('J04210', np.float64(0.3747)), ('J02782', np.float64(0.3745))]"
S00094,"[('J03033', np.float64(0.436)), ('J04534', np.float64(0.3889)), ('J01191', np.float64(0.3831)), ('J02294', np.float64(0.371)), ('J01148', np.float64(0.3538))]"
S00095,"[('J00263', np.float64(0.5)), ('J00058', np.float64(0.3865)), ('J00038', np.float64(0.3859)), ('J02980', np.float64(0.3853)), ('J02593', np.float64(0.3666))]"
S00096,"[('J04802', np.float64(0.4165)), ('J00828', np.float64(0.416)), ('J00211', np.float64(0.3867)), ('J03461', np.float64(0.366)), ('J00107', np.float64(0.3654))]"
S00097,"[('J00821', np.float64(0.4259)), ('J04416', np.float64(0.3794)), ('J01393', np.float64(0.3792)), ('J01743', np.float64(0.3792)), ('J02282', np.float64(0.3667))]"
S00098,"[('J01657', np.float64(0.4084)), ('J04636', np.float64(0.3893)), ('J03239', np.float64(0.3881)), ('J03843', np.float64(0.3881)), ('J03308', np.float64(0.3674))]"
S00099,"[('J04284', np.float64(0.3889)), ('J02711', np.float64(0.3723)), ('J01475', np.float64(0.3633)), ('J02546', np.float64(0.362)), ('J02513', np.float64(0.3433))]"
S00100,"[('J01505', np.float64(0.5)), ('J01200', np.float64(0.4332)), ('J03876', np.float64(0.4321)), ('J04152', np.float64(0.4065)), ('J01103', np.float64(0.3777))]"
S00101,"[('J02556', np.float64(0.4014)), ('J03842', np.float64(0.4)), ('J02668', np.float64(0.3956)), ('J01876', np.float64(0.3953)), ('J04760', np.float64(0.3953))]"
S00102,"[('J03906', np.float64(0.3875)), ('J00031', np.float64(0.378)), ('J00246', np.float64(0.3603)), ('J02865', np.float64(0.3589)), ('J04489', np.float64(0.3559))]"
S00103,"[('J01778', np.float64(0.4081)), ('J03461', np.float64(0.3655)), ('J04778', np.float64(0.3655)), ('J00616', np.float64(0.3653)), ('J00107', np.float64(0.3648))]"
S00104,"[('J01682', np.float64(0.4099)), ('J03163', np.float64(0.4091)), ('J00295', np.float64(0.4083)), ('J04265', np.float64(0.3793)), ('J04201', np.float64(0.3789))]"
S00105,"[('J01265', np.float64(0.5)), ('J02741', np.float64(0.5)), ('J02596', np.float64(0.4633)), ('J03768', np.float64(0.4251)), ('J03320', np.float64(0.386))]"
S00106,"[('J02832', np.float64(0.4152)), ('J02815', np.float64(0.3659)), ('J04582', np.float64(0.3658)), ('J03218', np.float64(0.3654)), ('J01163', np.float64(0.365))]"
S00107,"[('J03384', np.float64(0.3862)), ('J01767', np.float64(0.3857)), ('J02699', np.float64(0.3857)), ('J01582', np.float64(0.366)), ('J02175', np.float64(0.3646))]"
S00108,"[('J00771', np.float64(0.4469)), ('J01302', np.float64(0.4321)), ('J04836', np.float64(0.4319)), ('J02055', np.float64(0.4066)), ('J04997', np.float64(0.3989))]"
S00109,"[('J00535', np.float64(0.3907)), ('J00456', np.float64(0.3731)), ('J02105', np.float64(0.3714)), ('J02520', np.float64(0.3619)), ('J04973', np.float64(0.3545))]"
S00110,"[('J00001', np.float64(0.0)), ('J00002', np.float64(0.0)), ('J00003', np.float64(0.0)), ('J00004', np.float64(0.0)), ('J00005', np.float64(0.0))]"
S00111,"[('J03141', np.float64(0.4406)), ('J03387', np.float64(0.4406)), ('J00900', np.float64(0.424)), ('J02131', np.float64(0.4045)), ('J00786', np.float64(0.3919))]"
S00112,"[('J04515', np.float64(0.4139)), ('J02219', np.float64(0.3907)), ('J01920', np.float64(0.347)), ('J04364', np.float64(0.3462)), ('J02787', np.float64(0.3458))]"
S00113,"[('J00229', np.float64(0.4165)), ('J02482', np.float64(0.4098)), ('J01956', np.float64(0.4091)), ('J04453', np.float64(0.4091)), ('J01356', np.float64(0.3883))]"
S00114,"[('J02559', np.float64(0.5)), ('J03155', np.float64(0.5)), ('J01456', np.float64(0.355)), ('J02738', np.float64(0.3546)), ('J02055', np.float64(0.3542))]"
S00115,"[('J02635', np.float64(0.5)), ('J02046', np.float64(0.3799)), ('J01948', np.float64(0.3792)), ('J00538', np.float64(0.3762)), ('J00561', np.float64(0.3583))]"
S00116,"[('J02397', np.float64(0.4234)), ('J00031', np.float64(0.3787)), ('J00030', np.float64(0.3775)), ('J01551', np.float64(0.3551)), ('J01634', np.float64(0.355))]"
S00117,"[('J01112', np.float64(0.4468)), ('J02632', np.float64(0.4087)), ('J04332', np.float64(0.3804)), ('J02048', np.float64(0.3788)), ('J02778', np.float64(0.3787))]"
S00118,"[('J03573', np.float64(0.4297)), ('J02117', np.float64(0.4229)), ('J01833', np.float64(0.4011)), ('J02739', np.float64(0.3864)), ('J01644', np.float64(0.3863))]"
S00119,"[('J04529', np.float64(0.4274)), ('J01881', np.float64(0.3635)), ('J03016', np.float64(0.3562)), ('J04931', np.float64(0.3562)), ('J03097', np.float64(0.3552))]"
S00120,"[('J00080', np.float64(0.4033)), ('J04768', np.float64(0.3852)), ('J02404', np.float64(0.3661)), ('J00834', np.float64(0.3657)), ('J02984', np.float64(0.3655))]"
S00121,"[('J00711', np.float64(0.4269)), ('J03924', np.float64(0.3701)), ('J04963', np.float64(0.3676)), ('J00552', np.float64(0.3663)), ('J01496', np.float64(0.3595))]"
S00122,"[('J00793', np.float64(0.5)), ('J00837', np.float64(0.4237)), ('J00060', np.float64(0.4036)), ('J01553', np.float64(0.4033)), ('J01697', np.float64(0.401))]"
S00123,"[('J04297', np.float64(0.5)), ('J03460', np.float64(0.3753)), ('J00378', np.float64(0.374)), ('J04526', np.float64(0.3621)), ('J01603', np.float64(0.3608))]"
S00124,"[('J01381', np.float64(0.4337)), ('J00139', np.float64(0.432)), ('J03915', np.float64(0.432)), ('J02927', np.float64(0.3867)), ('J02266', np.float64(0.3863))]"
S00125,"[('J02517', np.float64(0.5)), ('J03991', np.float64(0.5)), ('J01062', np.float64(0.3864)), ('J01719', np.float64(0.3781)), ('J00005', np.float64(0.3777))]"
S00126,"[('J01855', np.float64(0.5)), ('J02829', np.float64(0.5)), ('J03021', np.float64(0.5)), ('J03146', np.float64(0.3858)), ('J03441', np.float64(0.3668))]"
S00127,"[('J03095', np.float64(0.436)), ('J01116', np.float64(0.4037)), ('J01453', np.float64(0.4001)), ('J04595', np.float64(0.4001)), ('J04841', np.float64(0.3886))]"
S00128,"[('J01453', np.float64(0.4409)), ('J04595', np.float64(0.4409)), ('J03874', np.float64(0.3952)), ('J00401', np.float64(0.3642)), ('J00923', np.float64(0.3639))]"
S00129,"[('J00162', np.float64(0.4108)), ('J03905', np.float64(0.3764)), ('J03684', np.float64(0.3676)), ('J01923', np.float64(0.3578)), ('J00764', np.float64(0.3575))]"
S00130,"[('J01255', np.float64(0.4474)), ('J01857', np.float64(0.387)), ('J00789', np.float64(0.3828)), ('J01523', np.float64(0.3778)), ('J03014', np.float64(0.3705))]"
S00131,"[('J03275', np.float64(0.5)), ('J01554', np.float64(0.4107)), ('J03761', np.float64(0.41)), ('J01776', np.float64(0.4085)), ('J01146', np.float64(0.3795))]"
S00132,"[('J01683', np.float64(0.3789)), ('J03038', np.float64(0.378)), ('J04731', np.float64(0.3471)), ('J02477', np.float64(0.3456)), ('J02406', np.float64(0.3377))]"
S00133,"[('J02530', np.float64(0.3872)), ('J01502', np.float64(0.3866)), ('J00048', np.float64(0.3865)), ('J00838', np.float64(0.3531)), ('J01661', np.float64(0.3522))]"
S00134,"[('J03939', np.float64(0.4464)), ('J03845', np.float64(0.4327)), ('J00564', np.float64(0.3753)), ('J02657', np.float64(0.3734)), ('J02484', np.float64(0.3373))]"
S00135,"[('J01815', np.float64(0.4224)), ('J03717', np.float64(0.389)), ('J03953', np.float64(0.389)), ('J00930', np.float64(0.3883)), ('J04481', np.float64(0.3869))]"
S00136,"[('J02749', np.float64(0.5)), ('J00526', np.float64(0.41)), ('J03154', np.float64(0.41)), ('J04234', np.float64(0.4078)), ('J02356', np.float64(0.3858))]"
S00137,"[('J04484', np.float64(0.4008)), ('J00094', np.float64(0.3994)), ('J04694', np.float64(0.3861)), ('J01682', np.float64(0.386)), ('J02683', np.float64(0.3855))]"
S00138,"[('J01247', np.float64(0.5)), ('J02672', np.float64(0.4331)), ('J04382', np.float64(0.3779)), ('J03592', np.float64(0.3768)), ('J00686', np.float64(0.3755))]"
S00139,"[('J01945', np.float64(0.4102)), ('J03162', np.float64(0.4088)), ('J01220', np.float64(0.4084)), ('J02535', np.float64(0.4082)), ('J04136', np.float64(0.3794))]"
S00140,"[('J03510', np.float64(0.4633)), ('J04917', np.float64(0.4566)), ('J03529', np.float64(0.4347)), ('J01872', np.float64(0.4345)), ('J01788', np.float64(0.4175))]"
S00141,"[('J00089', np.float64(0.5)), ('J04634', np.float64(0.3867)), ('J02568', np.float64(0.3792)), ('J04093', np.float64(0.3784)), ('J02657', np.float64(0.3778))]"
S00142,"[('J03193', np.float64(0.3727)), ('J00905', np.float64(0.3722)), ('J02725', np.float64(0.371)), ('J00390', np.float64(0.3705)), ('J01743', np.float64(0.3663))]"
S00143,"[('J01773', np.float64(0.3804)), ('J03117', np.float64(0.3804)), ('J01166', np.float64(0.3774)), ('J03016', np.float64(0.3773)), ('J02625', np.float64(0.376))]"
S00144,"[('J02571', np.float64(0.5)), ('J04951', np.float64(0.4556)), ('J02816', np.float64(0.4227)), ('J00599', np.float64(0.3896)), ('J00964', np.float64(0.3896))]"
S00145,"[('J04171', np.float64(0.5)), ('J02246', np.float64(0.3871)), ('J02995', np.float64(0.3859)), ('J03972', np.float64(0.3797)), ('J04670', np.float64(0.3774))]"
S00146,"[('J00003', np.float64(0.4261)), ('J03058', np.float64(0.417)), ('J00434', np.float64(0.4114)), ('J02482', np.float64(0.4106)), ('J01657', np.float64(0.4102))]"
S00147,"[('J02459', np.float64(0.5)), ('J03812', np.float64(0.4331)), ('J02446', np.float64(0.4322)), ('J02384', np.float64(0.3533)), ('J04620', np.float64(0.3533))]"
S00148,"[('J00533', np.float64(0.4359)), ('J00272', np.float64(0.3911)), ('J04685', np.float64(0.3804)), ('J04740', np.float64(0.376)), ('J04734', np.float64(0.3758))]"
S00149,"[('J01760', np.float64(0.4624)), ('J02420', np.float64(0.4157)), ('J01156', np.float64(0.4076)), ('J02145', np.float64(0.3843)), ('J03215', np.float64(0.3843))]"
S00150,"[('J02366', np.float64(0.4039)), ('J01508', np.float64(0.4027)), ('J04023', np.float64(0.3799)), ('J04000', np.float64(0.3765)), ('J02030', np.float64(0.3713))]"
S00151,"[('J00001', np.float64(0.0)), ('J00002', np.float64(0.0)), ('J00003', np.float64(0.0)), ('J00004', np.float64(0.0)), ('J00005', np.float64(0.0))]"
S00152,"[('J00461', np.float64(0.4149)), ('J00758', np.float64(0.4017)), ('J04721', np.float64(0.3883)), ('J01421', np.float64(0.3865)), ('J03654', np.float64(0.3855))]"
S00153,"[('J00005', np.float64(0.5)), ('J01491', np.float64(0.5)), ('J03422', np.float64(0.4317)), ('J01493', np.float64(0.3979)), ('J00844', np.float64(0.3792))]"
