student_id,rank,job_id,score,missing_skills,missing_count,missing_pct
S00012,4,J00851,0.6898,figma,1,20.0
S00012,5,J02391,0.6898,customer_support,1,20.0
S00012,6,J01352,0.6764,c++;customer_support;figma,3,37.5
S00012,7,J00660,0.6751,customer_support;kubernetes;react,3,37.5
S00012,8,J03998,0.675,customer_support;game_development;java,3,37.5
S00012,9,J04270,0.6747,animation;java;react,3,37.5
S00012,10,J00820,0.6736,ai/ml;it_support,2,28.57
S00013,1,J04162,0.7717,,0,0.0
S00013,2,J02705,0.7287,cloud_computing;sound_engineering,2,33.33
S00013,3,J03466,0.7284,iot;sound_engineering,2,33.33
S00013,4,J00482,0.7115,quantum_mechanics,1,20.0
S00013,5,J00553,0.676,kubernetes,1,25.0
S00013,6,J03019,0.676,kubernetes,1,25.0
S00013,7,J00848,0.6759,iot;public_policy;sound_engineering,3,42.86
S00013,8,J03293,0.6754,aws;customer_support;finance,3,42.86
S00013,9,J01760,0.6753,branding;customer_support;public_policy,3,42.86
S00013,10,J03439,0.6738,branding;game_development;python,3,42.86
S00014,1,J04839,1.0,,0,0.0
S00014,2,J00694,0.8464,,0,0.0
S00014,3,J04006,0.8052,it_support;tableau,2,33.33
S00014,4,J02684,0.8044,animation;robotics,2,33.33
S00014,5,J04680,0.8033,aws;c++,2,33.33
S00014,6,J01771,0.7755,iot,1,25.0
S00014,7,J03212,0.7587,finance;sql;tableau,3,42.86
S00014,8,J03679,0.7585,,0,0.0
S00014,9,J01579,0.7582,branding;c++;game_development,3,42.86
S00014,10,J01708,0.7578,java;public_policy;python,3,42.86
S00015,1,J01560,0.8482,cloud_computing;cybersecurity,2,25.0
S00015,2,J01196,0.7846,aws;java,2,28.57
S00015,3,J02234,0.7635,react,1,20.0
S00015,4,J00789,0.7476,aws;blockchain;customer_support,3,37.5
S00015,5,J04973,0.7475,cloud_computing;figma;python,3,37.5
S00015,6,J04427,0.746,sound_engineering,1,16.67
S00015,7,J04996,0.715,it_support;python,2,33.33
S00015,8,J00607,0.6926,figma,1,25.0
S00015,9,J00681,0.6922,react,1,25.0
S00015,10,J01321,0.6917,customer_support,1,20.0
S00016,1,J02200,0.7755,blockchain,1,20.0
S00016,2,J00620,0.7721,cloud_computing,1,20.0
S00016,3,J02762,0.7712,game_development,1,20.0
S00016,4,J03854,0.7712,aws,1,20.0
S00016,5,J02038,0.7603,,0,0.0
S00016,6,J02720,0.7596,,0,0.0
S00016,7,J04780,0.758,,0,0.0
S00016,8,J01348,0.7574,,0,0.0
S00016,9,J02613,0.7557,,0,0.0
S00016,10,J02542,0.7203,branding;game_development,2,33.33
S00017,1,J00720,0.8653,python,1,20.0
S00017,2,J04063,0.8287,,0,0.0
S00017,3,J02634,0.7854,public_policy,1,25.0
S00017,4,J03786,0.7386,,0,0.0
S00017,5,J04668,0.7386,,0,0.0
S00017,6,J04002,0.7289,branding;customer_support;iot;java,4,50.0
S00017,7,J01735,0.7269,cybersecurity;sound_engineering;ui/ux,3,42.86
S00017,8,J00960,0.7004,c++;java,2,33.33
S00017,9,J01000,0.6921,sound_engineering,1,25.0
S00017,10,J02567,0.685,branding;java;react,3,50.0
S00018,1,J02632,0.7759,robotics,1,20.0
S00018,2,J02334,0.7757,aws,1,20.0
S00018,3,J04090,0.7735,cybersecurity,1,20.0
S00018,4,J00170,0.7584,,0,0.0
S00018,5,J04756,0.7582,,0,0.0
S00018,6,J02048,0.7565,,0,0.0
S00018,7,J03433,0.7177,data_science;iot,2,33.33
S00018,8,J00961,0.7173,game_development;kubernetes,2,33.33
S00018,9,J00135,0.7173,game_development;kubernetes,2,33.33
S00018,10,J02605,0.7166,aws;c++,2,33.33
S00019,1,J00837,1.0,,0,0.0
S00019,2,J00793,0.8474,,0,0.0
S00019,3,J03247,0.8004,game_development;tableau,2,28.57
S00019,4,J01776,0.7748,data_science,1,20.0
S00019,5,J03854,0.774,it_support,1,20.0
S00019,6,J01177,0.7598,,0,0.0
S00019,7,J03275,0.758,,0,0.0
S00019,8,J01348,0.7575,,0,0.0
S00019,9,J01444,0.7196,kubernetes;tableau,2,33.33
S00019,10,J02222,0.7193,cloud_computing;it_support,2,33.33
S00020,1,J02682,0.8358,kubernetes,1,20.0
S00020,2,J04122,0.835,robotics,1,20.0
S00020,3,J04898,0.8338,public_policy,1,20.0
S00020,4,J04655,0.8337,cloud_computing,1,20.0
S00020,5,J03611,0.8334,data_science,1,20.0
S00020,6,J01751,0.8188,,0,0.0
S00020,7,J04959,0.8187,,0,0.0
S00020,8,J03829,0.8156,,0,0.0
S00020,9,J04218,0.8156,,0,0.0
S00020,10,J04899,0.7744,customer_support;sql,2,33.33
S00021,1,J04061,0.8669,animation;it_support,2,28.57
S00021,2,J04631,0.8669,animation;it_support,2,28.57
S00021,3,J00460,0.8202,,0,0.0
S00021,4,J01028,0.8191,,0,0.0
S00021,5,J02778,0.8174,,0,0.0
S00021,6,J03033,0.7764,java;kubernetes,2,33.33
S00021,7,J00077,0.7734,finance;kubernetes,2,33.33
S00021,8,J03793,0.771,ai/ml,1,20.0
S00021,9,J04473,0.7636,animation;it_support;quantum_mechanics,3,37.5
S00021,10,J03820,0.7346,sound_engineering,1,25.0
S00022,1,J00891,0.8046,blockchain,1,16.67
S00022,2,J03820,0.7911,,0,0.0
S00022,3,J01616,0.7516,animation;robotics,2,28.57
S00022,4,J00711,0.7247,java,1,20.0
S00022,5,J01776,0.724,animation,1,20.0
S00022,6,J01391,0.7226,c++,1,20.0
S00022,7,J04903,0.7221,tableau,1,20.0
S00022,8,J01023,0.7112,,0,0.0
S00022,9,J04553,0.711,,0,0.0
S00022,10,J00075,0.711,,0,0.0
S00023,1,J04870,0.7584,,0,0.0
S00023,2,J04370,0.7584,,0,0.0
S00023,3,J04474,0.7569,,0,0.0
S00023,4,J04086,0.7458,basket_weaving;iot,2,28.57
S00023,5,J03678,0.717,c++;cybersecurity,2,33.33
S00023,6,J00179,0.7162,data_science;game_development,2,33.33
S00023,7,J00537,0.716,animation;customer_support,2,33.33
S00023,8,J02845,0.716,animation;customer_support,2,33.33
S00023,9,J03694,0.7157,c++;robotics,2,33.33
S00023,10,J04899,0.7154,animation;customer_support,2,33.33
S00024,1,J02121,0.8149,branding,1,25.0
S00024,2,J03360,0.7538,,0,0.0
S00024,3,J04615,0.7538,,0,0.0
S00024,4,J04109,0.7529,ai/ml;data_science;tableau,3,42.86
S00024,5,J03194,0.7433,c++;it_support,2,40.0
S00024,6,J03027,0.7144,aws;figma;tableau;ui/ux,4,50.0
S00024,7,J03927,0.6904,c++;kubernetes;public_policy,3,50.0
S00024,8,J03755,0.6461,aws;figma;iot;sound_engineering,4,57.14
S00024,9,J03184,0.6232,cybersecurity;data_science,2,50.0
S00024,10,J01015,0.6228,c++;sql,2,50.0
S00025,1,J04793,1.0,,0,0.0
S00025,2,J01174,0.7723,blockchain,1,16.67
S00025,3,J01322,0.7716,data_science,1,16.67
S00025,4,J04074,0.7713,blockchain,1,16.67
S00025,5,J04502,0.7165,customer_support;data_science,2,28.57
S00025,6,J00718,0.7132,c++;sound_engineering,2,28.57
S00025,7,J02310,0.7082,ui/ux,1,16.67
S00025,8,J03939,0.6793,c++,1,20.0
S00025,9,J03326,0.6787,tableau,1,20.0
S00025,10,J01323,0.678,customer_support,1,20.0
S00026,1,J02783,0.8641,python,1,25.0
S00026,2,J01852,0.707,finance;it_support;kubernetes,3,50.0
S00026,3,J01329,0.7046,blockchain;cybersecurity;tableau,3,50.0
S00026,4,J02487,0.7046,blockchain;cybersecurity;tableau,3,50.0
S00026,5,J03486,0.7042,game_development;it_support;react,3,50.0
S00026,6,J03912,0.7034,aws;data_science;finance,3,50.0
S00026,7,J01978,0.6724,customer_support,1,33.33
S00026,8,J00311,0.6716,robotics,1,33.33
S00026,9,J04575,0.671,figma,1,33.33
S00026,10,J03469,0.669,data_science,1,33.33
S00027,1,J02539,1.0,,0,0.0
S00027,2,J02514,0.8676,,0,0.0
S00027,3,J04140,0.8641,,0,0.0
S00027,4,J04541,0.8159,blockchain;figma,2,33.33
S00027,5,J04498,0.8155,iot;sound_engineering,2,33.33
S00027,6,J00340,0.7571,customer_support;kubernetes;react,3,42.86
S00027,7,J02545,0.7489,robotics,1,25.0
S00027,8,J04505,0.7469,sound_engineering,1,25.0
S00027,9,J00601,0.7469,sound_engineering,1,25.0
S00027,10,J04421,0.7467,c++,1,25.0
S00028,1,J00669,0.8542,rocket_science,1,14.29
S00028,2,J03834,0.8163,,0,0.0
S00028,3,J00718,0.7696,react;sound_engineering,2,28.57
S00028,4,J04793,0.768,animation;react,2,28.57
S00028,5,J00193,0.7324,blockchain,1,20.0
S00028,6,J04139,0.7324,blockchain,1,20.0
S00028,7,J03604,0.7309,data_science,1,20.0
S00028,8,J01739,0.7299,kubernetes,1,20.0
S00028,9,J01591,0.7298,customer_support,1,20.0
S00028,10,J02957,0.7291,data_science,1,20.0
S00029,1,J04625,0.868,,0,0.0
S00029,2,J00623,0.8496,branding;react,2,25.0
S00029,3,J02364,0.832,aws,1,16.67
S00029,4,J04279,0.7618,iot,1,16.67
S00029,5,J03013,0.7517,,0,0.0
S00029,6,J01192,0.7514,,0,0.0
S00029,7,J00765,0.6978,branding;react,2,28.57
S00029,8,J03237,0.6969,customer_support,1,25.0
S00029,9,J01730,0.6821,cloud_computing;kubernetes;tableau,3,42.86
S00029,10,J00655,0.6791,aws;cloud_computing;data_science,3,42.86
S00030,1,J04961,1.0,,0,0.0
S00030,2,J03935,1.0,,0,0.0
S00030,3,J00438,1.0,,0,0.0
S00030,4,J00057,1.0,,0,0.0
S00030,5,J00568,0.774,blockchain;react,2,40.0
S00030,6,J02592,0.7107,aws;customer_support;it_support,3,50.0
S00030,7,J00687,0.7084,branding;game_development;tableau,3,50.0
S00030,8,J00454,0.707,iot;react;tableau,3,50.0
S00030,9,J01605,0.6976,it_support;rocket_science,2,40.0
S00030,10,J04731,0.6913,it_support;quantum_mechanics,2,40.0
S00031,1,J03783,0.8041,cybersecurity,1,25.0
S00031,2,J04403,0.8041,cybersecurity,1,25.0
S00031,3,J04722,0.803,aws,1,25.0
S00031,4,J01108,0.7951,figma;kubernetes;robotics,3,42.86
S00031,5,J01227,0.7899,cybersecurity;react;tableau,3,42.86
S00031,6,J04587,0.7769,basket_weaving;react,2,33.33
S00031,7,J04112,0.7673,,0,0.0
S00031,8,J04776,0.7437,ai/ml;finance;python,3,42.86
S00031,9,J04078,0.7356,iot;it_support,2,40.0
S00031,10,J01851,0.7344,iot;java,2,40.0
S00032,1,J01659,0.8627,finance,1,25.0
S00032,2,J00469,0.7736,animation;c++,2,40.0
S00032,3,J02002,0.7728,react;sound_engineering,2,40.0
S00032,4,J03390,0.709,animation;cybersecurity;kubernetes,3,50.0
S00032,5,J03226,0.7084,cybersecurity;figma;it_support,3,50.0
S00032,6,J04703,0.7054,ai/ml;sound_engineering,2,40.0
S00032,7,J04704,0.6733,branding,1,33.33
S00032,8,J03216,0.6727,robotics,1,33.33
S00032,9,J04023,0.6709,iot,1,33.33
S00032,10,J03276,0.6701,data_science,1,33.33
S00033,1,J03525,1.0,,0,0.0
S00033,2,J03661,0.8935,python,1,25.0
S00033,3,J04566,0.8917,finance,1,25.0
S00033,4,J02683,0.818,game_development;kubernetes,2,40.0
S00033,5,J00345,0.8168,animation;it_support,2,40.0
S00033,6,J04898,0.8156,animation;blockchain,2,40.0
S00033,7,J04982,0.7577,customer_support;data_science;it_support,3,50.0
S00033,8,J00737,0.7568,animation;cloud_computing;figma,3,50.0
S00033,9,J02372,0.7563,customer_support;cybersecurity;game_development,3,50.0
S00033,10,J01981,0.7558,blockchain;customer_support;react,3,50.0
S00034,1,J02215,0.7477,figma,1,25.0
S00034,2,J04386,0.747,iot,1,25.0
S00034,3,J03660,0.7449,data_science,1,25.0
S00034,4,J00465,0.7437,figma,1,25.0
S00034,5,J02496,0.736,figma;iot;kubernetes,3,42.86
S00034,6,J02599,0.6952,blockchain;game_development;kubernetes;python,4,50.0
S00034,7,J04249,0.694,ai/ml;data_science;iot,3,42.86
S00034,8,J03838,0.6873,customer_support;it_support,2,40.0
S00034,9,J00188,0.6852,blockchain;data_science,2,40.0
S00034,10,J00185,0.6845,cybersecurity;robotics,2,40.0
S00035,1,J03046,0.8933,,0,0.0
S00035,2,J02645,0.7291,it_support;python,2,33.33
S00035,3,J01665,0.7291,it_support;python,2,33.33
S00035,4,J03065,0.6797,c++;kubernetes;robotics,3,42.86
S00035,5,J03396,0.6787,figma;public_policy;robotics,3,42.86
S00035,6,J03168,0.6765,java,1,25.0
S00035,7,J03644,0.6763,customer_support,1,25.0
S00035,8,J04713,0.6759,c++,1,25.0
S00035,9,J03241,0.6743,java,1,25.0
S00035,10,J03513,0.6743,java,1,25.0
S00036,1,J01811,0.8698,,0,0.0
S00036,2,J01241,0.7521,it_support,1,25.0
S00036,3,J02409,0.751,cybersecurity,1,25.0
S00036,4,J03046,0.7506,data_science,1,25.0
S00036,5,J00024,0.7499,public_policy,1,25.0
S00036,6,J04952,0.7475,java,1,25.0
S00036,7,J03313,0.7057,ai/ml;game_development;react,3,42.86
S00036,8,J02244,0.6781,figma;robotics,2,40.0
S00036,9,J02397,0.6777,cloud_computing;robotics,2,40.0
S00036,10,J04264,0.6745,branding;it_support,2,40.0
S00037,1,J00525,1.0,,0,0.0
S00037,2,J01185,0.818,java;sql,2,33.33
S00037,3,J02141,0.818,java;sql,2,33.33
S00037,4,J00778,0.8162,branding;finance,2,33.33
S00037,5,J03791,0.7581,branding;cybersecurity;figma,3,42.86
S00037,6,J04012,0.6758,customer_support;sql,2,40.0
S00037,7,J00617,0.6757,branding;robotics,2,40.0
S00037,8,J01262,0.6725,cloud_computing;tableau,2,40.0
S00037,9,J00849,0.6722,public_policy;python,2,40.0
S00037,10,J02843,0.6721,cloud_computing;react,2,40.0
S00038,1,J04412,0.8967,,0,0.0
S00038,2,J02096,0.8967,,0,0.0
S00038,3,J00746,0.8494,customer_support;kubernetes,2,33.33
S00038,4,J00122,0.8003,cloud_computing,1,25.0
S00038,5,J01794,0.7991,animation,1,25.0
S00038,6,J03144,0.7903,finance;public_policy;sql,3,42.86
S00038,7,J02566,0.7902,aws;data_science;sound_engineering,3,42.86
S00038,8,J04990,0.7719,,0,0.0
S00038,9,J01291,0.7344,game_development;kubernetes,2,40.0
S00038,10,J04248,0.733,public_policy;sound_engineering,2,40.0
S00039,1,J00461,0.7644,it_support,1,16.67
S00039,2,J04375,0.7547,,0,0.0
S00039,3,J02521,0.7326,,0,0.0
S00039,4,J04261,0.6915,public_policy,1,20.0
S00039,5,J00192,0.689,python,1,20.0
S00039,6,J03041,0.677,figma;it_support;kubernetes,3,37.5
S00039,7,J00939,0.6584,,0,0.0
S00039,8,J00307,0.6564,,0,0.0
S00039,9,J03050,0.6557,,0,0.0
S00039,10,J01214,0.6429,branding;public_policy,2,33.33
S00040,1,J04929,1.0,,0,0.0
S00040,2,J03204,0.8958,cloud_computing,1,20.0
S00040,3,J02692,0.8192,cloud_computing;sql,2,33.33
S00040,4,J01826,0.7582,cloud_computing;data_science;robotics,3,42.86
S00040,5,J01829,0.7571,customer_support;react;sound_engineering,3,42.86
S00040,6,J02556,0.757,ai/ml;customer_support,2,33.33
S00040,7,J00675,0.7533,robotics,1,25.0
S00040,8,J03622,0.7524,sql,1,25.0
S00040,9,J02961,0.7524,robotics,1,25.0
S00040,10,J00576,0.752,customer_support,1,25.0
S00041,1,J05000,0.0,ai/ml;cybersecurity;it_support;kubernetes;rocket_science,5,100.0
S00041,2,J01670,0.0,ai/ml;animation;c++;iot;it_support;java;sound_engineering,7,100.0
S00041,3,J01663,0.0,aws;branding;figma,3,100.0
S00041,4,J01664,0.0,ai/ml;blockchain;c++;java;public_policy;react,6,100.0
S00041,5,J01665,0.0,data_science;it_support;python;react;sql;tableau,6,100.0
S00041,6,J01666,0.0,c++;cybersecurity;finance;it_support;react;robotics;sound_engineering,7,100.0
S00041,7,J01667,0.0,cloud_computing;data_science;sql,3,100.0
S00041,8,J01668,0.0,ai/ml;aws;cybersecurity;data_science;python;react,6,100.0
S00041,9,J01669,0.0,ai/ml;c++;game_development;public_policy;python;sound_engineering,6,100.0
S00041,10,J01671,0.0,animation;customer_support;python,3,100.0
S00042,1,J05000,0.0,ai/ml;cybersecurity;it_support;kubernetes;rocket_science,5,100.0
S00042,2,J01670,0.0,ai/ml;animation;c++;iot;it_support;java;sound_engineering,7,100.0
S00042,3,J01663,0.0,aws;branding;figma,3,100.0
S00042,4,J01664,0.0,ai/ml;blockchain;c++;java;public_policy;react,6,100.0
S00042,5,J01665,0.0,data_science;it_support;python;react;sql;tableau,6,100.0
S00042,6,J01666,0.0,c++;cybersecurity;finance;it_support;react;robotics;sound_engineering,7,100.0
S00042,7,J01667,0.0,cloud_computing;data_science;sql,3,100.0
S00042,8,J01668,0.0,ai/ml;aws;cybersecurity;data_science;python;react,6,100.0
S00042,9,J01669,0.0,ai/ml;c++;game_development;public_policy;python;sound_engineering,6,100.0
S00042,10,J01671,0.0,animation;customer_support;python,3,100.0
S00043,1,J03719,0.8527,kubernetes,1,14.29
S00043,2,J02231,0.7839,,0,0.0
S00043,3,J01935,0.7613,,0,0.0
S00043,4,J04156,0.7446,ui/ux,1,16.67
S00043,5,J04137,0.7107,c++;cloud_computing;game_development,3,37.5
S00043,6,J01106,0.6974,,0,0.0
S00043,7,J04202,0.6962,,0,0.0
S00043,8,J00366,0.6962,,0,0.0
S00043,9,J00826,0.6831,blockchain;python,2,33.33
S00043,10,J04058,0.6792,game_development;python,2,28.57
S00044,1,J02583,0.8219,blockchain;kubernetes,2,40.0
S00044,2,J04874,0.8206,data_science;robotics,2,40.0
S00044,3,J04651,0.8061,rocket_science,1,25.0
S00044,4,J00917,0.7621,customer_support;public_policy;sql,3,50.0
S00044,5,J01356,0.7612,branding;iot;public_policy,3,50.0
S00044,6,J01006,0.7607,data_science;game_development;kubernetes,3,50.0
S00044,7,J01972,0.7603,figma;it_support;tableau,3,50.0
S00044,8,J01168,0.7596,game_development;sound_engineering;sql,3,50.0
S00044,9,J03514,0.7594,animation;java;sound_engineering,3,50.0
S00044,10,J02250,0.7574,customer_support,1,33.33
S00045,1,J04641,1.0,,0,0.0
S00045,2,J02856,0.843,,0,0.0
S00045,3,J00445,0.7572,,0,0.0
S00045,4,J01167,0.7569,,0,0.0
S00045,5,J03767,0.7542,,0,0.0
S00045,6,J00527,0.7541,,0,0.0
S00045,7,J03146,0.7157,iot;it_support,2,28.57
S00045,8,J04939,0.7125,game_development;sql,2,28.57
S00045,9,J04923,0.711,iot;sound_engineering,2,28.57
S00045,10,J02230,0.6783,animation,1,20.0
S00046,1,J00119,1.0,,0,0.0
S00046,2,J00508,0.7738,it_support,1,16.67
S00046,3,J04124,0.7706,java,1,16.67
S00046,4,J02730,0.755,,0,0.0
S00046,5,J01758,0.7541,,0,0.0
S00046,6,J00414,0.7167,data_science;public_policy,2,28.57
S00046,7,J04974,0.6772,customer_support,1,20.0
S00046,8,J02825,0.6764,customer_support,1,20.0
S00046,9,J03627,0.6763,it_support,1,20.0
S00046,10,J04515,0.6751,finance,1,20.0
S00047,1,J04866,0.7354,animation;branding;game_development,3,37.5
S00047,2,J03851,0.7336,finance;game_development;tableau,3,37.5
S00047,3,J04613,0.7265,,0,0.0
S00047,4,J02028,0.7143,robotics;sound_engineering,2,28.57
S00047,5,J04523,0.713,blockchain;branding,2,28.57
S00047,6,J01270,0.6992,blockchain;branding,2,28.57
S00047,7,J00401,0.692,sound_engineering,1,20.0
S00047,8,J01805,0.6897,react,1,20.0
S00047,9,J01732,0.6814,branding;data_science;sql,3,42.86
S00047,10,J01735,0.6788,cloud_computing;finance;sound_engineering,3,42.86
S00048,1,J04048,0.8973,,0,0.0
S00048,2,J02799,0.8947,,0,0.0
S00048,3,J03393,0.8041,figma,1,25.0
S00048,4,J01969,0.8041,figma,1,25.0
S00048,5,J01627,0.8041,figma,1,25.0
S00048,6,J04712,0.8025,aws,1,25.0
S00048,7,J02403,0.8014,figma,1,25.0
S00048,8,J02460,0.8012,it_support,1,25.0
S00048,9,J03460,0.7918,aws;figma;sql,3,42.86
S00048,10,J00618,0.7713,,0,0.0
S00049,1,J03609,0.8466,branding;game_development,2,33.33
S00049,2,J04403,0.8023,c++,1,25.0
S00049,3,J03783,0.8023,c++,1,25.0
S00049,4,J02258,0.8019,iot,1,25.0
S00049,5,J03718,0.8017,public_policy,1,25.0
S00049,6,J00066,0.7949,branding;kubernetes;sound_engineering,3,42.86
S00049,7,J03300,0.7936,customer_support;finance;kubernetes,3,42.86
S00049,8,J03484,0.7461,ai/ml;customer_support;game_development,3,42.86
S00049,9,J00314,0.7377,it_support;kubernetes,2,40.0
S00049,10,J01044,0.7373,customer_support;robotics,2,40.0
S00050,1,J01343,0.9254,,0,0.0
S00050,2,J01215,0.7698,cloud_computing,1,16.67
S00050,3,J04150,0.7567,,0,0.0
S00050,4,J00527,0.7527,,0,0.0
S00050,5,J01459,0.7117,finance;game_development,2,28.57
S00050,6,J02825,0.6781,figma,1,20.0
S00050,7,J00309,0.6781,react,1,20.0
S00050,8,J02864,0.6781,branding,1,20.0
S00050,9,J00529,0.673,finance,1,20.0
S00050,10,J03616,0.6727,animation,1,20.0
S00051,1,J01376,0.9277,branding,1,14.29
